user,community,community_infomap,degree_centrality_undirected,in_degree_centrality_directed,out_degree_centrality_directed,closeness_centrality_undirected,closeness_centrality_directed,betweenness_centrality_undirected,betweenness_centrality_directed,pagerank,stance_score,stance_leaning
auntietennis.bsky.social,15,6,0.002932551319648094,0.001466275659824047,0.001466275659824047,0.03372991536857599,0.003299120234604106,0.004632081795645813,1.2918728280388077e-05,0.0012005614583536443,0.10043380558490753,sinner
autistictennisfan.bsky.social,15,19,0.010263929618768328,0.00439882697947214,0.005865102639296188,0.028072682727643936,0.005236698785085882,0.004039255709001339,8.397173382252251e-05,0.0022421923588273355,0.22460897609549152,sinner
smashed-racquet.bsky.social,15,19,0.001466275659824047,0.001466275659824047,0.0,0.023943232771755692,0.0040604556733589,0.0,0.0,0.001613791031075376,0.0037703189882449806,neutral
magnolia2010.bsky.social,32,75,0.001466275659824047,0.0,0.001466275659824047,0.001466275659824047,0.0,0.0,0.0,0.0008512649162196095,0.0,neutral
did:plc:upyx3raxzpwlnzojrncogd7y,32,75,0.001466275659824047,0.001466275659824047,0.0,0.001466275659824047,0.001466275659824047,0.0,0.0,0.0015749886991333996,0.0,neutral
steinbeck207.bsky.social,8,1,0.001466275659824047,0.001466275659824047,0.001466275659824047,0.031346175766556475,0.007392473118279569,0.0,0.0,0.0022537025840613243,-0.3647935748255501,alcaraz
pauletteparis1.bsky.social,8,74,0.002932551319648094,0.002932551319648094,0.0,0.029569892473118278,0.005762804337447998,0.00046938046085410014,0.0,0.0020159604988369334,0.0,neutral
sctideprince.bsky.social,8,74,0.001466275659824047,0.0,0.001466275659824047,0.02502388643705355,0.0,0.0,0.0,0.0008512649162196095,0.0,neutral
did:plc:jxmckk7l6xtklrxlkahikut5,33,17,0.002932551319648094,0.002932551319648094,0.0,0.005278592375366569,0.0039100684261974585,3.4449942081034875e-05,0.0,0.002192056711595841,0.0,neutral
flyinghabu.bsky.social,38,18,0.00439882697947214,0.002932551319648094,0.00439882697947214,0.004398826979472141,0.002932551319648094,8.612485520258719e-06,6.459364140194039e-06,0.004508179960738288,-0.012692297479592532,neutral
